AddressofRecordZIPCode,SnapshotDate,PrimaryAreaOfPractice,CountOfLicensees
90744,6/1/2019,Radiology,0
90744,6/1/2019,Emergency Medicine,1
90744,6/1/2019,Obstetrics and Gynecology,0
90744,6/1/2019,Cardiology,0
90744,6/1/2019,Orthopedic Surgery,1
90744,6/1/2019,Ophthalmology,0
90744,6/1/2019,Pathology,0
90744,6/1/2019,General Surgery,0
90744,6/1/2019,Dermatology,0
90744,6/1/2019,Gastroenterology,0
90744,6/1/2019,General Practice,2
90744,6/1/2019,Neurology,0
90744,6/1/2019,Oncology,0
90744,6/1/2019,Otolaryngology,0
90744,6/1/2019,Urology,0
90744,6/1/2019,Plastic Surgery,0
90744,6/1/2019,Nephrology,0
90744,6/1/2019,Pulmonary,0
90744,6/1/2019,Physical Medicine and Rehabilitation,0
90744,6/1/2019,Infectious Disease,0
90744,6/1/2019,Endocrinology,0
90744,6/1/2019,All Other Specialties,0
90744,6/1/2019,No Response,2
90745,6/1/2019,Internal Medicine,6
90745,6/1/2019,Family Medicine,4
90745,6/1/2019,Pediatrics,5
90745,6/1/2019,Psychiatry,0
90745,6/1/2019,Anesthesiology,0
90745,6/1/2019,Radiology,0
90745,6/1/2019,Emergency Medicine,1
90745,6/1/2019,Obstetrics and Gynecology,1
90745,6/1/2019,Cardiology,1
90745,6/1/2019,Orthopedic Surgery,1
90745,6/1/2019,Ophthalmology,0
90745,6/1/2019,Pathology,0
90745,6/1/2019,General Surgery,0
90745,6/1/2019,Dermatology,0
90745,6/1/2019,Gastroenterology,0
90745,6/1/2019,General Practice,2
90745,6/1/2019,Neurology,0
90745,6/1/2019,Oncology,0
90745,6/1/2019,Otolaryngology,0
90745,6/1/2019,Urology,0
90745,6/1/2019,Plastic Surgery,0
90745,6/1/2019,Nephrology,0
90745,6/1/2019,Pulmonary,0
90745,6/1/2019,Physical Medicine and Rehabilitation,0
90745,6/1/2019,Infectious Disease,0
90745,6/1/2019,Endocrinology,0
90745,6/1/2019,All Other Specialties,3
90745,6/1/2019,No Response,5
90746,6/1/2019,Internal Medicine,4
90746,6/1/2019,Family Medicine,1
90746,6/1/2019,Pediatrics,1
90746,6/1/2019,Psychiatry,1
90746,6/1/2019,Anesthesiology,0
90746,6/1/2019,Radiology,1
90746,6/1/2019,Emergency Medicine,1
90746,6/1/2019,Obstetrics and Gynecology,3
90746,6/1/2019,Cardiology,0
90746,6/1/2019,Orthopedic Surgery,0
90746,6/1/2019,Ophthalmology,0
90746,6/1/2019,Pathology,0
90746,6/1/2019,General Surgery,2
90746,6/1/2019,Dermatology,0
90746,6/1/2019,Gastroenterology,0
90746,6/1/2019,General Practice,0
90746,6/1/2019,Neurology,0
90746,6/1/2019,Oncology,0
90746,6/1/2019,Otolaryngology,0
90746,6/1/2019,Urology,0
90746,6/1/2019,Plastic Surgery,0
90746,6/1/2019,Nephrology,0
90746,6/1/2019,Pulmonary,0
90746,6/1/2019,Physical Medicine and Rehabilitation,0
90746,6/1/2019,Infectious Disease,0
90746,6/1/2019,Endocrinology,0
90746,6/1/2019,All Other Specialties,2
90746,6/1/2019,No Response,1
90747,6/1/2019,Internal Medicine,0
90747,6/1/2019,Family Medicine,0
90747,6/1/2019,Pediatrics,0
90747,6/1/2019,Psychiatry,0
90747,6/1/2019,Anesthesiology,0
90747,6/1/2019,Radiology,0
90747,6/1/2019,Emergency Medicine,0
90747,6/1/2019,Obstetrics and Gynecology,0
90747,6/1/2019,Cardiology,0
90747,6/1/2019,Orthopedic Surgery,0
90747,6/1/2019,Ophthalmology,0
90747,6/1/2019,Pathology,0
90747,6/1/2019,General Surgery,0
90747,6/1/2019,Dermatology,0
90747,6/1/2019,Gastroenterology,0
90747,6/1/2019,General Practice,1
90747,6/1/2019,Neurology,0
90747,6/1/2019,Oncology,0
90747,6/1/2019,Otolaryngology,0
90747,6/1/2019,Urology,0
90747,6/1/2019,Plastic Surgery,0
90747,6/1/2019,Nephrology,0
90747,6/1/2019,Pulmonary,0
90747,6/1/2019,Physical Medicine and Rehabilitation,0
90747,6/1/2019,Infectious Disease,0
90747,6/1/2019,Endocrinology,0
90747,6/1/2019,All Other Specialties,0
90747,6/1/2019,No Response,0
90749,6/1/2019,Internal Medicine,0
90749,6/1/2019,Family Medicine,1
90749,6/1/2019,Pediatrics,0
90749,6/1/2019,Psychiatry,1
90749,6/1/2019,Anesthesiology,0
90749,6/1/2019,Radiology,0
90749,6/1/2019,Emergency Medicine,0
90749,6/1/2019,Obstetrics and Gynecology,0
90749,6/1/2019,Cardiology,0
90749,6/1/2019,Orthopedic Surgery,0
90749,6/1/2019,Ophthalmology,0
90749,6/1/2019,Pathology,0
90749,6/1/2019,General Surgery,0
90749,6/1/2019,Dermatology,0
90749,6/1/2019,Gastroenterology,0
90749,6/1/2019,General Practice,0
90749,6/1/2019,Neurology,0
90749,6/1/2019,Oncology,0
90749,6/1/2019,Otolaryngology,0
90749,6/1/2019,Urology,0
90749,6/1/2019,Plastic Surgery,0
90749,6/1/2019,Nephrology,0
90749,6/1/2019,Pulmonary,0
90749,6/1/2019,Physical Medicine and Rehabilitation,0
90749,6/1/2019,Infectious Disease,0
90749,6/1/2019,Endocrinology,0
90749,6/1/2019,All Other Specialties,0
90749,6/1/2019,No Response,0
90755,6/1/2019,Internal Medicine,2
90755,6/1/2019,Family Medicine,2
90755,6/1/2019,Pediatrics,1
90755,6/1/2019,Psychiatry,0
90755,6/1/2019,Anesthesiology,0
90755,6/1/2019,Radiology,6
90755,6/1/2019,Emergency Medicine,0
90755,6/1/2019,Obstetrics and Gynecology,0
90755,6/1/2019,Cardiology,0
90755,6/1/2019,Orthopedic Surgery,0
90755,6/1/2019,Ophthalmology,1
90755,6/1/2019,Pathology,0
90755,6/1/2019,General Surgery,0
90755,6/1/2019,Dermatology,1
90755,6/1/2019,Gastroenterology,0
90755,6/1/2019,General Practice,1
90755,6/1/2019,Neurology,0
90755,6/1/2019,Oncology,0
90755,6/1/2019,Otolaryngology,0
90755,6/1/2019,Urology,0
90755,6/1/2019,Plastic Surgery,1
90755,6/1/2019,Nephrology,0
90755,6/1/2019,Pulmonary,0
90755,6/1/2019,Physical Medicine and Rehabilitation,0
90755,6/1/2019,Infectious Disease,0
90755,6/1/2019,Endocrinology,0
90755,6/1/2019,All Other Specialties,1
90755,6/1/2019,No Response,3
90801,6/1/2019,Internal Medicine,0
90801,6/1/2019,Family Medicine,0
90801,6/1/2019,Pediatrics,0
90801,6/1/2019,Psychiatry,1
90801,6/1/2019,Anesthesiology,0
90801,6/1/2019,Radiology,0
90801,6/1/2019,Emergency Medicine,2
90801,6/1/2019,Obstetrics and Gynecology,1
90801,6/1/2019,Cardiology,0
90801,6/1/2019,Orthopedic Surgery,0
90801,6/1/2019,Ophthalmology,0
90801,6/1/2019,Pathology,3
90801,6/1/2019,General Surgery,0
90801,6/1/2019,Dermatology,0
90801,6/1/2019,Gastroenterology,0
90801,6/1/2019,General Practice,0
90801,6/1/2019,Neurology,0
90801,6/1/2019,Oncology,0
90801,6/1/2019,Otolaryngology,0
90801,6/1/2019,Urology,0
90801,6/1/2019,Plastic Surgery,0
90801,6/1/2019,Nephrology,0
90801,6/1/2019,Pulmonary,0
90801,6/1/2019,Physical Medicine and Rehabilitation,1
90801,6/1/2019,Infectious Disease,0
90801,6/1/2019,Endocrinology,0
90801,6/1/2019,All Other Specialties,2
90801,6/1/2019,No Response,0
90802,6/1/2019,Internal Medicine,9
90802,6/1/2019,Family Medicine,3
90802,6/1/2019,Pediatrics,4
90802,6/1/2019,Psychiatry,4
90802,6/1/2019,Anesthesiology,3
90802,6/1/2019,Radiology,0
90802,6/1/2019,Emergency Medicine,5
90802,6/1/2019,Obstetrics and Gynecology,1
90802,6/1/2019,Cardiology,0
90802,6/1/2019,Orthopedic Surgery,0
90802,6/1/2019,Ophthalmology,0
90802,6/1/2019,Pathology,1
90802,6/1/2019,General Surgery,1
90802,6/1/2019,Dermatology,1
90802,6/1/2019,Gastroenterology,0
90802,6/1/2019,General Practice,1
90802,6/1/2019,Neurology,1
90802,6/1/2019,Oncology,0
90802,6/1/2019,Otolaryngology,0
90802,6/1/2019,Urology,0
90802,6/1/2019,Plastic Surgery,0
90802,6/1/2019,Nephrology,1
90802,6/1/2019,Pulmonary,0
90802,6/1/2019,Physical Medicine and Rehabilitation,0
90802,6/1/2019,Infectious Disease,1
90802,6/1/2019,Endocrinology,0
90802,6/1/2019,All Other Specialties,13
90802,6/1/2019,No Response,7
90803,6/1/2019,Internal Medicine,11
90803,6/1/2019,Family Medicine,8
90803,6/1/2019,Pediatrics,6
90803,6/1/2019,Psychiatry,2
90803,6/1/2019,Anesthesiology,10
90803,6/1/2019,Radiology,8
90803,6/1/2019,Emergency Medicine,7
90803,6/1/2019,Obstetrics and Gynecology,5
90803,6/1/2019,Cardiology,1
90803,6/1/2019,Orthopedic Surgery,4
90803,6/1/2019,Ophthalmology,1
90803,6/1/2019,Pathology,0
90803,6/1/2019,General Surgery,0
90803,6/1/2019,Dermatology,1
90803,6/1/2019,Gastroenterology,1
90803,6/1/2019,General Practice,2
90803,6/1/2019,Neurology,1
90803,6/1/2019,Oncology,0
90803,6/1/2019,Otolaryngology,1
90803,6/1/2019,Urology,0
90803,6/1/2019,Plastic Surgery,0
90803,6/1/2019,Nephrology,0
90803,6/1/2019,Pulmonary,2
90803,6/1/2019,Physical Medicine and Rehabilitation,1
90803,6/1/2019,Infectious Disease,0
90803,6/1/2019,Endocrinology,1
90803,6/1/2019,All Other Specialties,14
90803,6/1/2019,No Response,23
90804,6/1/2019,Internal Medicine,16
90804,6/1/2019,Family Medicine,15
90804,6/1/2019,Pediatrics,10
90804,6/1/2019,Psychiatry,10
90804,6/1/2019,Anesthesiology,1
90804,6/1/2019,Radiology,1
90804,6/1/2019,Emergency Medicine,1
90804,6/1/2019,Obstetrics and Gynecology,3
90804,6/1/2019,Cardiology,1
90804,6/1/2019,Orthopedic Surgery,8
90804,6/1/2019,Ophthalmology,2
90804,6/1/2019,Pathology,0
90804,6/1/2019,General Surgery,0
90804,6/1/2019,Dermatology,2
90804,6/1/2019,Gastroenterology,1
90804,6/1/2019,General Practice,1
90804,6/1/2019,Neurology,0
90804,6/1/2019,Oncology,0
90804,6/1/2019,Otolaryngology,1
90804,6/1/2019,Urology,1
90804,6/1/2019,Plastic Surgery,1
90804,6/1/2019,Nephrology,0
90804,6/1/2019,Pulmonary,0
90804,6/1/2019,Physical Medicine and Rehabilitation,0
90804,6/1/2019,Infectious Disease,0
90804,6/1/2019,Endocrinology,1
90804,6/1/2019,All Other Specialties,3
90804,6/1/2019,No Response,7
90805,6/1/2019,Internal Medicine,3
90805,6/1/2019,Family Medicine,6
90805,6/1/2019,Pediatrics,1
90805,6/1/2019,Psychiatry,1
90805,6/1/2019,Anesthesiology,1
90805,6/1/2019,Radiology,0
90805,6/1/2019,Emergency Medicine,0
90805,6/1/2019,Obstetrics and Gynecology,0
90805,6/1/2019,Cardiology,0
90805,6/1/2019,Orthopedic Surgery,0
90805,6/1/2019,Ophthalmology,4
90805,6/1/2019,Pathology,1
90805,6/1/2019,General Surgery,0
90805,6/1/2019,Dermatology,0
90805,6/1/2019,Gastroenterology,0
90805,6/1/2019,General Practice,0
90805,6/1/2019,Neurology,0
90805,6/1/2019,Oncology,0
90805,6/1/2019,Otolaryngology,0
90805,6/1/2019,Urology,0
90805,6/1/2019,Plastic Surgery,0
90805,6/1/2019,Nephrology,4
90805,6/1/2019,Pulmonary,1
90805,6/1/2019,Physical Medicine and Rehabilitation,0
90805,6/1/2019,Infectious Disease,0
90805,6/1/2019,Endocrinology,3
90805,6/1/2019,All Other Specialties,3
90805,6/1/2019,No Response,5
90806,6/1/2019,Internal Medicine,26
90806,6/1/2019,Family Medicine,15
90806,6/1/2019,Pediatrics,37
90806,6/1/2019,Psychiatry,9
90806,6/1/2019,Anesthesiology,2
90806,6/1/2019,Radiology,9
90806,6/1/2019,Emergency Medicine,15
90806,6/1/2019,Obstetrics and Gynecology,16
90806,6/1/2019,Cardiology,10
90806,6/1/2019,Orthopedic Surgery,10
90806,6/1/2019,Ophthalmology,5
90806,6/1/2019,Pathology,7
90806,6/1/2019,General Surgery,1
90806,6/1/2019,Dermatology,1
90806,6/1/2019,Gastroenterology,0
90806,6/1/2019,General Practice,2
90806,6/1/2019,Neurology,4
90806,6/1/2019,Oncology,7
90806,6/1/2019,Otolaryngology,2
90806,6/1/2019,Urology,1
90806,6/1/2019,Plastic Surgery,1
90806,6/1/2019,Nephrology,7
90806,6/1/2019,Pulmonary,5
90806,6/1/2019,Physical Medicine and Rehabilitation,9
90806,6/1/2019,Infectious Disease,1
90806,6/1/2019,Endocrinology,4
90806,6/1/2019,All Other Specialties,33
90806,6/1/2019,No Response,47
90807,6/1/2019,Internal Medicine,14
90807,6/1/2019,Family Medicine,6
90807,6/1/2019,Pediatrics,9
90807,6/1/2019,Psychiatry,6
90807,6/1/2019,Anesthesiology,2
90807,6/1/2019,Radiology,6
90807,6/1/2019,Emergency Medicine,2
90807,6/1/2019,Obstetrics and Gynecology,7
90807,6/1/2019,Cardiology,0
90807,6/1/2019,Orthopedic Surgery,6
90807,6/1/2019,Ophthalmology,10
90807,6/1/2019,Pathology,0
90807,6/1/2019,General Surgery,4
90807,6/1/2019,Dermatology,2
90807,6/1/2019,Gastroenterology,0
90807,6/1/2019,General Practice,2
90807,6/1/2019,Neurology,0
90807,6/1/2019,Oncology,0
90807,6/1/2019,Otolaryngology,4
90807,6/1/2019,Urology,0
90807,6/1/2019,Plastic Surgery,3
90807,6/1/2019,Nephrology,2
90807,6/1/2019,Pulmonary,2
90807,6/1/2019,Physical Medicine and Rehabilitation,3
90807,6/1/2019,Infectious Disease,0
90807,6/1/2019,Endocrinology,0
90807,6/1/2019,All Other Specialties,8
90807,6/1/2019,No Response,18
90808,6/1/2019,Internal Medicine,5
90808,6/1/2019,Family Medicine,9
90808,6/1/2019,Pediatrics,9
90808,6/1/2019,Psychiatry,2
90808,6/1/2019,Anesthesiology,1
90808,6/1/2019,Radiology,3
90808,6/1/2019,Emergency Medicine,1
90808,6/1/2019,Obstetrics and Gynecology,9
90808,6/1/2019,Cardiology,4
90808,6/1/2019,Orthopedic Surgery,0
90808,6/1/2019,Ophthalmology,4
90808,6/1/2019,Pathology,1
90808,6/1/2019,General Surgery,0
90808,6/1/2019,Dermatology,6
90808,6/1/2019,Gastroenterology,10
90808,6/1/2019,General Practice,1
90808,6/1/2019,Neurology,6
90808,6/1/2019,Oncology,1
90808,6/1/2019,Otolaryngology,0
90808,6/1/2019,Urology,1
90808,6/1/2019,Plastic Surgery,1
90808,6/1/2019,Nephrology,0
90808,6/1/2019,Pulmonary,1
90808,6/1/2019,Physical Medicine and Rehabilitation,0
90808,6/1/2019,Infectious Disease,0
90808,6/1/2019,Endocrinology,1
90808,6/1/2019,All Other Specialties,8
90808,6/1/2019,No Response,22
90809,6/1/2019,Internal Medicine,1
90809,6/1/2019,Family Medicine,1
90809,6/1/2019,Pediatrics,0
90809,6/1/2019,Psychiatry,1
90809,6/1/2019,Anesthesiology,0
90809,6/1/2019,Radiology,0
90809,6/1/2019,Emergency Medicine,0
90809,6/1/2019,Obstetrics and Gynecology,0
90809,6/1/2019,Cardiology,0
90809,6/1/2019,Orthopedic Surgery,0
90809,6/1/2019,Ophthalmology,0
90809,6/1/2019,Pathology,0
90809,6/1/2019,General Surgery,0
90809,6/1/2019,Dermatology,0
90809,6/1/2019,Gastroenterology,0
90809,6/1/2019,General Practice,0
90809,6/1/2019,Neurology,0
90809,6/1/2019,Oncology,0
90809,6/1/2019,Otolaryngology,0
90809,6/1/2019,Urology,0
90809,6/1/2019,Plastic Surgery,0
90809,6/1/2019,Nephrology,0
90809,6/1/2019,Pulmonary,0
90809,6/1/2019,Physical Medicine and Rehabilitation,0
90809,6/1/2019,Infectious Disease,1
90809,6/1/2019,Endocrinology,0
90809,6/1/2019,All Other Specialties,2
90809,6/1/2019,No Response,0
90810,6/1/2019,Internal Medicine,1
90810,6/1/2019,Family Medicine,1
90810,6/1/2019,Pediatrics,0
90810,6/1/2019,Psychiatry,0
90810,6/1/2019,Anesthesiology,0
90810,6/1/2019,Radiology,0
90810,6/1/2019,Emergency Medicine,0
90810,6/1/2019,Obstetrics and Gynecology,0
90810,6/1/2019,Cardiology,1
90810,6/1/2019,Orthopedic Surgery,0
90810,6/1/2019,Ophthalmology,1
90810,6/1/2019,Pathology,0
90810,6/1/2019,General Surgery,0
90810,6/1/2019,Dermatology,0
90810,6/1/2019,Gastroenterology,0
90810,6/1/2019,General Practice,1
90810,6/1/2019,Neurology,0
90810,6/1/2019,Oncology,0
90810,6/1/2019,Otolaryngology,0
90810,6/1/2019,Urology,0
90810,6/1/2019,Plastic Surgery,0
90810,6/1/2019,Nephrology,0
90810,6/1/2019,Pulmonary,0
90810,6/1/2019,Physical Medicine and Rehabilitation,0
90810,6/1/2019,Infectious Disease,0
90810,6/1/2019,Endocrinology,0
90810,6/1/2019,All Other Specialties,0
90810,6/1/2019,No Response,0
90813,6/1/2019,Internal Medicine,18
90813,6/1/2019,Family Medicine,13
90813,6/1/2019,Pediatrics,9
90813,6/1/2019,Psychiatry,1
90813,6/1/2019,Anesthesiology,0
90813,6/1/2019,Radiology,0
90813,6/1/2019,Emergency Medicine,9
90813,6/1/2019,Obstetrics and Gynecology,6
90813,6/1/2019,Cardiology,3
90813,6/1/2019,Orthopedic Surgery,1
90813,6/1/2019,Ophthalmology,0
90813,6/1/2019,Pathology,0
90813,6/1/2019,General Surgery,2
90813,6/1/2019,Dermatology,1
90813,6/1/2019,Gastroenterology,1
90813,6/1/2019,General Practice,3
90813,6/1/2019,Neurology,3
90813,6/1/2019,Oncology,4
90813,6/1/2019,Otolaryngology,0
90813,6/1/2019,Urology,0
90813,6/1/2019,Plastic Surgery,0
90813,6/1/2019,Nephrology,0
90813,6/1/2019,Pulmonary,1
90813,6/1/2019,Physical Medicine and Rehabilitation,0
90813,6/1/2019,Infectious Disease,5
90813,6/1/2019,Endocrinology,0
90813,6/1/2019,All Other Specialties,6
90813,6/1/2019,No Response,24
90814,6/1/2019,Internal Medicine,3
90814,6/1/2019,Family Medicine,2
90814,6/1/2019,Pediatrics,0
90814,6/1/2019,Psychiatry,1
90814,6/1/2019,Anesthesiology,2
90814,6/1/2019,Radiology,1
90814,6/1/2019,Emergency Medicine,2
90814,6/1/2019,Obstetrics and Gynecology,0
90814,6/1/2019,Cardiology,0
90814,6/1/2019,Orthopedic Surgery,0
90814,6/1/2019,Ophthalmology,0
90814,6/1/2019,Pathology,0
90814,6/1/2019,General Surgery,2
90814,6/1/2019,Dermatology,3
90814,6/1/2019,Gastroenterology,0
90814,6/1/2019,General Practice,0
90814,6/1/2019,Neurology,0
90814,6/1/2019,Oncology,0
90814,6/1/2019,Otolaryngology,0
90814,6/1/2019,Urology,0
90814,6/1/2019,Plastic Surgery,1
90814,6/1/2019,Nephrology,0
90814,6/1/2019,Pulmonary,0
90814,6/1/2019,Physical Medicine and Rehabilitation,0
90814,6/1/2019,Infectious Disease,0
90814,6/1/2019,Endocrinology,0
90814,6/1/2019,All Other Specialties,1
90814,6/1/2019,No Response,3
90815,6/1/2019,Internal Medicine,15
90815,6/1/2019,Family Medicine,17
90815,6/1/2019,Pediatrics,9
90815,6/1/2019,Psychiatry,12
90815,6/1/2019,Anesthesiology,2
90815,6/1/2019,Radiology,2
90815,6/1/2019,Emergency Medicine,1
90815,6/1/2019,Obstetrics and Gynecology,7
90815,6/1/2019,Cardiology,1
90815,6/1/2019,Orthopedic Surgery,1
90815,6/1/2019,Ophthalmology,6
90815,6/1/2019,Pathology,3
90815,6/1/2019,General Surgery,1
90815,6/1/2019,Dermatology,2
90815,6/1/2019,Gastroenterology,0
90815,6/1/2019,General Practice,6
90815,6/1/2019,Neurology,1
90815,6/1/2019,Oncology,0
90815,6/1/2019,Otolaryngology,0
90815,6/1/2019,Urology,2
90815,6/1/2019,Plastic Surgery,2
90815,6/1/2019,Nephrology,0
90815,6/1/2019,Pulmonary,0
90815,6/1/2019,Physical Medicine and Rehabilitation,0
90815,6/1/2019,Infectious Disease,1
90815,6/1/2019,Endocrinology,0
90815,6/1/2019,All Other Specialties,13
90815,6/1/2019,No Response,18
90822,6/1/2019,Internal Medicine,23
90822,6/1/2019,Family Medicine,1
90822,6/1/2019,Pediatrics,0
90822,6/1/2019,Psychiatry,19
90822,6/1/2019,Anesthesiology,6
90822,6/1/2019,Radiology,3
90822,6/1/2019,Emergency Medicine,3
90822,6/1/2019,Obstetrics and Gynecology,0
90822,6/1/2019,Cardiology,1
90822,6/1/2019,Orthopedic Surgery,0
90822,6/1/2019,Ophthalmology,1
90822,6/1/2019,Pathology,2
90822,6/1/2019,General Surgery,0
90822,6/1/2019,Dermatology,1
90822,6/1/2019,Gastroenterology,2
90822,6/1/2019,General Practice,0
90822,6/1/2019,Neurology,2
90822,6/1/2019,Oncology,3
90822,6/1/2019,Otolaryngology,0
90822,6/1/2019,Urology,1
90822,6/1/2019,Plastic Surgery,0
90822,6/1/2019,Nephrology,3
90822,6/1/2019,Pulmonary,2
90822,6/1/2019,Physical Medicine and Rehabilitation,6
90822,6/1/2019,Infectious Disease,3
90822,6/1/2019,Endocrinology,2
90822,6/1/2019,All Other Specialties,14
90822,6/1/2019,No Response,12
90832,6/1/2019,Internal Medicine,0
90832,6/1/2019,Family Medicine,0
90832,6/1/2019,Pediatrics,0
90832,6/1/2019,Psychiatry,0
90832,6/1/2019,Anesthesiology,0
90832,6/1/2019,Radiology,1
90832,6/1/2019,Emergency Medicine,0
90832,6/1/2019,Obstetrics and Gynecology,0
90832,6/1/2019,Cardiology,0
90832,6/1/2019,Orthopedic Surgery,0
90832,6/1/2019,Ophthalmology,0
90832,6/1/2019,Pathology,0
90832,6/1/2019,General Surgery,0
90832,6/1/2019,Dermatology,0
90832,6/1/2019,Gastroenterology,0
90832,6/1/2019,General Practice,0
90832,6/1/2019,Neurology,0
90832,6/1/2019,Oncology,0
90832,6/1/2019,Otolaryngology,0
90832,6/1/2019,Urology,0
90832,6/1/2019,Plastic Surgery,0
90832,6/1/2019,Nephrology,0
90832,6/1/2019,Pulmonary,0
90832,6/1/2019,Physical Medicine and Rehabilitation,0
90832,6/1/2019,Infectious Disease,0
90832,6/1/2019,Endocrinology,0
90832,6/1/2019,All Other Specialties,0
90832,6/1/2019,No Response,0
90840,6/1/2019,Internal Medicine,0
90840,6/1/2019,Family Medicine,1
90840,6/1/2019,Pediatrics,0
90840,6/1/2019,Psychiatry,0
90840,6/1/2019,Anesthesiology,0
90840,6/1/2019,Radiology,0
90840,6/1/2019,Emergency Medicine,0
90840,6/1/2019,Obstetrics and Gynecology,1
90840,6/1/2019,Cardiology,0
90840,6/1/2019,Orthopedic Surgery,0
90840,6/1/2019,Ophthalmology,0
90840,6/1/2019,Pathology,0
90840,6/1/2019,General Surgery,0
90840,6/1/2019,Dermatology,0
90840,6/1/2019,Gastroenterology,0
90840,6/1/2019,General Practice,0
90840,6/1/2019,Neurology,0
90840,6/1/2019,Oncology,0
90840,6/1/2019,Otolaryngology,0
90840,6/1/2019,Urology,0
90840,6/1/2019,Plastic Surgery,0
90840,6/1/2019,Nephrology,0
90840,6/1/2019,Pulmonary,0
90840,6/1/2019,Physical Medicine and Rehabilitation,0
90840,6/1/2019,Infectious Disease,0
90840,6/1/2019,Endocrinology,0
90840,6/1/2019,All Other Specialties,0
90840,6/1/2019,No Response,1
90853,6/1/2019,Internal Medicine,0
90853,6/1/2019,Family Medicine,0
90853,6/1/2019,Pediatrics,0
90853,6/1/2019,Psychiatry,2
90853,6/1/2019,Anesthesiology,1
90853,6/1/2019,Radiology,1
90853,6/1/2019,Emergency Medicine,2
90853,6/1/2019,Obstetrics and Gynecology,0
90853,6/1/2019,Cardiology,0
90853,6/1/2019,Orthopedic Surgery,0
90853,6/1/2019,Ophthalmology,0
90853,6/1/2019,Pathology,0
90853,6/1/2019,General Surgery,0
90853,6/1/2019,Dermatology,0
90853,6/1/2019,Gastroenterology,0
90853,6/1/2019,General Practice,1
90853,6/1/2019,Neurology,0
90853,6/1/2019,Oncology,0
90853,6/1/2019,Otolaryngology,0
90853,6/1/2019,Urology,0
90853,6/1/2019,Plastic Surgery,0
90853,6/1/2019,Nephrology,0
90853,6/1/2019,Pulmonary,0
90853,6/1/2019,Physical Medicine and Rehabilitation,0
90853,6/1/2019,Infectious Disease,1
90853,6/1/2019,Endocrinology,0
90853,6/1/2019,All Other Specialties,0
90853,6/1/2019,No Response,1
91001,6/1/2019,Internal Medicine,6
91001,6/1/2019,Family Medicine,1
91001,6/1/2019,Pediatrics,4
91001,6/1/2019,Psychiatry,2
91001,6/1/2019,Anesthesiology,2
91001,6/1/2019,Radiology,5
91001,6/1/2019,Emergency Medicine,2
91001,6/1/2019,Obstetrics and Gynecology,2
91001,6/1/2019,Cardiology,0
91001,6/1/2019,Orthopedic Surgery,0
91001,6/1/2019,Ophthalmology,2
91001,6/1/2019,Pathology,1
91001,6/1/2019,General Surgery,1
91001,6/1/2019,Dermatology,0
91001,6/1/2019,Gastroenterology,1
91001,6/1/2019,General Practice,0
91001,6/1/2019,Neurology,0
91001,6/1/2019,Oncology,2
91001,6/1/2019,Otolaryngology,0
91001,6/1/2019,Urology,0
91001,6/1/2019,Plastic Surgery,1
91001,6/1/2019,Nephrology,0
91001,6/1/2019,Pulmonary,0
91001,6/1/2019,Physical Medicine and Rehabilitation,0
91001,6/1/2019,Infectious Disease,0
91001,6/1/2019,Endocrinology,1
91001,6/1/2019,All Other Specialties,3
91001,6/1/2019,No Response,10
91003,6/1/2019,Internal Medicine,0
91003,6/1/2019,Family Medicine,0
91003,6/1/2019,Pediatrics,0
91003,6/1/2019,Psychiatry,0
91003,6/1/2019,Anesthesiology,0
91003,6/1/2019,Radiology,0
91003,6/1/2019,Emergency Medicine,2
91003,6/1/2019,Obstetrics and Gynecology,0
